State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Moong(Green Gram),15600,9100
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Niger seed,2100,900
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Other Cereals & Millets,4100,2400
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Other Kharif pulses,16800,7000
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Ragi,3000,2100
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Rice,5600,7400
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Sesamum,900,300
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Soyabean,4600,5500
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Sugarcane,59600,5231800
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Sunflower,11500,3500
Maharashtra,AHMEDNAGAR,1998,Kharif     ,Urad,2800,1300
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Gram,59600,40900
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Jowar,453200,227900
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Linseed,1200,400
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Maize,7900,12200
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Other  Rabi pulses,500,300
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Other Cereals & Millets,3000,3700
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Rapeseed &Mustard,200,
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Safflower,30000,18500
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Sesamum,400,100
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Sunflower,9200,5100
Maharashtra,AHMEDNAGAR,1998,Rabi       ,Wheat,124400,154200
Maharashtra,AHMEDNAGAR,1998,Summer     ,Groundnut,15000,25700
Maharashtra,AHMEDNAGAR,1998,Summer     ,Maize,1500,2300
Maharashtra,AHMEDNAGAR,1998,Summer     ,Sunflower,300,200
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Arhar/Tur,19000,9900
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Bajra,310600,178300
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Castor seed,700,200
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Cotton(lint),15000,22600
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Groundnut,7300,5400
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Jowar,800,700
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Maize,6400,9500
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Moong(Green Gram),16800,3700
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Niger seed,2000,500
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Other Kharif pulses,17400,5100
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Ragi,2600,2500
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Rice,5700,8000
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Sesamum,900,200
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Small millets,600,500
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Soyabean,7500,10400
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Sunflower,11200,3900
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Urad,3200,800
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Gram,55300,34600
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Jowar,498300,190900
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Linseed,1100,300
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Maize,8800,13900
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Other  Rabi pulses,1600,700
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Rapeseed &Mustard,100,0
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Safflower,32200,16500
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Sesamum,400,100
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Small millets,800,200
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Sunflower,8800,5000
Maharashtra,AHMEDNAGAR,1999,Rabi       ,Wheat,127000,178800
Maharashtra,AHMEDNAGAR,1999,Summer     ,Groundnut,14100,27800
Maharashtra,AHMEDNAGAR,1999,Summer     ,Maize,1700,2800
Maharashtra,AHMEDNAGAR,1999,Summer     ,Sunflower,300,200
Maharashtra,AHMEDNAGAR,1999,Whole Year ,Sugarcane,66600,5962900
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Arhar/Tur,19100,9400
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Bajra,326100,187300
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Castor seed,500,200
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Cotton(lint),15700,25600
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Groundnut,6800,6100
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Jowar,800,700
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Maize,7000,4400
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Moong(Green Gram),19400,8400
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Niger seed,2300,600
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Other Kharif pulses,19100,6400
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Ragi,4800,4300
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Rice,5500,3800
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Sesamum,1100,200
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Small millets,2700,1500
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Soyabean,7200,6200
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Sunflower,10500,5300
Maharashtra,AHMEDNAGAR,2000,Kharif     ,Urad,3400,1800
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Gram,61000,30300
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Jowar,518700,160800
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Linseed,1200,300
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Maize,14000,16200
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Other  Rabi pulses,600,200
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Rapeseed &Mustard,200,100
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Safflower,30400,14500
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Sesamum,400,100
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Sunflower,7800,4000
Maharashtra,AHMEDNAGAR,2000,Rabi       ,Wheat,94700,135800
Maharashtra,AHMEDNAGAR,2000,Summer     ,Groundnut,11000,18300
Maharashtra,AHMEDNAGAR,2000,Summer     ,Sunflower,200,100
Maharashtra,AHMEDNAGAR,2000,Whole Year ,Sugarcane,67100,5163900
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Arhar/Tur,16700,5400
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Bajra,194400,82000
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Castor seed,200,100
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Cotton(lint),13500,16700
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Groundnut,5700,4500
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Jowar,200,100
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Maize,6400,9800
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Moong(Green Gram),21000,3600
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Niger seed,2200,400
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Other Kharif pulses,8900,2200
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Ragi,4600,7000
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Rice,7300,4100
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Sesamum,800,300
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Small millets,1400,900
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Soyabean,7600,9000
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Sunflower,8600,2900
Maharashtra,AHMEDNAGAR,2001,Kharif     ,Urad,4500,900
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Gram,60000,33100
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Jowar,528900,175000
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Linseed,1300,300
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Maize,12300,22600
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Other  Rabi pulses,800,400
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Rapeseed &Mustard,100,10
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Safflower,27400,11700
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Sesamum,200,10
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Small millets,6000,2900
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Sunflower,5400,7000
Maharashtra,AHMEDNAGAR,2001,Rabi       ,Wheat,93800,156300
Maharashtra,AHMEDNAGAR,2001,Summer     ,Groundnut,11000,17200
Maharashtra,AHMEDNAGAR,2001,Summer     ,Maize,1500,2100
Maharashtra,AHMEDNAGAR,2001,Summer     ,Sunflower,100,100
Maharashtra,AHMEDNAGAR,2001,Whole Year ,Sugarcane,52000,3596300
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Arhar/Tur,14600,5700
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Bajra,218400,158900
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Castor seed,100,10
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Cotton(lint),10800,8300
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Groundnut,5800,4000
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Jowar,100,100
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Maize,7000,12300
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Moong(Green Gram),21000,10100
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Niger seed,2600,700
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Other Kharif pulses,13600,2400
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Ragi,4600,3900
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Rice,7400,1700
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Sesamum,1300,200
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Small millets,3400,1300
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Soyabean,15100,18800
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Sunflower,9300,3500
Maharashtra,AHMEDNAGAR,2002,Kharif     ,Urad,4700,2200
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Gram,64500,26500
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Jowar,494900,117300
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Linseed,1000,200
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Maize,11700,9100
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Other  Rabi pulses,600,200
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Rapeseed &Mustard,100,10
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Safflower,24700,7800
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Sesamum,100,10
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Small millets,1700,400
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Sunflower,4200,1800
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Wheat,70400,88500
Maharashtra,AHMEDNAGAR,2002,Summer     ,Groundnut,5800,9900
Maharashtra,AHMEDNAGAR,2002,Summer     ,Maize,1100,1800
Maharashtra,AHMEDNAGAR,2002,Whole Year ,Sugarcane,49400,3303000
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Arhar/Tur,9000,3000
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Bajra,204100,70800
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Cotton(lint),10400,10400
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Groundnut,4200,2600
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Jowar,100,200
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Maize,6700,6400
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Moong(Green Gram),8800,2500
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Niger seed,2100,600
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Other Kharif pulses,10700,1600
Maharashtra,AHMEDNAGAR,2003,Kharif     ,other oilseeds,100,0
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Ragi,4600,3700
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Rice,7600,5900
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Sesamum,700,200
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Small millets,1300,400
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Soyabean,17900,18500
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Sunflower,7500,2000
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Urad,3500,1800
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Gram,50900,20500
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Jowar,478300,55100
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Linseed,800,200
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Maize,10500,5400
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Other  Rabi pulses,200,0
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Rapeseed &Mustard,200,100
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Safflower,20300,3400
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Sesamum,100,100
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Small millets,900,100
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Sunflower,2100,700
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Wheat,39200,39500
Maharashtra,AHMEDNAGAR,2003,Summer     ,Groundnut,1300,2400
Maharashtra,AHMEDNAGAR,2003,Summer     ,Sunflower,100,100
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Banana,100,11170
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Grapes,331,7074
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Mango,9294,17180
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Onion,30003,296694
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Sugarcane,31200,1486800
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Tomato,1647,3291
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Arhar/Tur,12200,4800
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Bajra,240500,143400
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Groundnut,5300,3900
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Jowar,100,100
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Maize,11400,14000
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Moong(Green Gram),13100,4300
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Niger seed,2500,800
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Other Cereals & Millets,2900,1000
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Other Kharif pulses,16300,4100
Maharashtra,AHMEDNAGAR,2004,Kharif     ,other oilseeds,500,200
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Ragi,3000,2400
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Rice,8000,5800
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Sesamum,1100,400
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Sunflower,11000,5800
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Urad,5000,3100
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Gram,61700,40900
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Jowar,555000,263300
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Linseed,1100,200
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Maize,10900,22100
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Other  Rabi pulses,300,100
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Other Cereals & Millets,900,200
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Rapeseed &Mustard,200,0
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Safflower,20800,12400
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Sesamum,100,0
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Soyabean,35500,51800
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Sunflower,2600,1500
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Wheat,89300,154600
Maharashtra,AHMEDNAGAR,2004,Summer     ,Groundnut,9500,11700
Maharashtra,AHMEDNAGAR,2004,Summer     ,Maize,3100,4300
Maharashtra,AHMEDNAGAR,2004,Summer     ,Sunflower,100,100
Maharashtra,AHMEDNAGAR,2004,Whole Year ,Cotton(lint),15900,26700
Maharashtra,AHMEDNAGAR,2004,Whole Year ,Sugarcane,17000,1001800
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Arhar/Tur,11100,3800
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Bajra,217700,54800
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Castor seed,400,100
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Cotton(lint),16600,22800
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Groundnut,4900,2400
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Moong(Green Gram),8700,2400
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Niger seed,2300,700
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Ragi,2900,2300
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Rice,800,400
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Sesamum,1000,200
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Soyabean,37500,38800
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Sugarcane,56600,4395300
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Sunflower,10100,5900
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Urad,3700,1300
Maharashtra,AHMEDNAGAR,2005,Rabi       ,Gram,68600,47100
Maharashtra,AHMEDNAGAR,2005,Rabi       ,Linseed,1200,400
Maharashtra,AHMEDNAGAR,2005,Rabi       ,Rapeseed &Mustard,300,100
Maharashtra,AHMEDNAGAR,2005,Rabi       ,Safflower,21000,7200
Maharashtra,AHMEDNAGAR,2005,Rabi       ,Sesamum,100,100
Maharashtra,AHMEDNAGAR,2005,Rabi       ,Sunflower,2500,1000
Maharashtra,AHMEDNAGAR,2005,Rabi       ,Wheat,103100,153800
Maharashtra,AHMEDNAGAR,2005,Summer     ,Groundnut,9500,16200
Maharashtra,AHMEDNAGAR,2005,Summer     ,Sunflower,100,100
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Arhar/Tur,13000,6600
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Bajra,243900,148900
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Cotton(lint),20600,36500
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Groundnut,6100,4800
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Jowar,100,100
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Maize,17900,42400
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Moong(Green Gram),16700,9900
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Niger seed,2700,700
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Ragi,3100,2100
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Rice,8400,6600
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Sesamum,900,200
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Soyabean,49000,64500
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Sunflower,11800,6000
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Urad,6100,2400
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Gram,95800,65700
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Jowar,528400,274000
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Linseed,1000,300
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Maize,15300,20000
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Rapeseed &Mustard,100,25
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Safflower,17100,9300
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Sesamum,100,100
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Sunflower,2800,1100
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Wheat,153900,248100
Maharashtra,AHMEDNAGAR,2006,Summer     ,Groundnut,8300,13100
Maharashtra,AHMEDNAGAR,2006,Summer     ,Maize,1200,1800
Maharashtra,AHMEDNAGAR,2006,Summer     ,Sunflower,100,100
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Arhar/Tur,146,79
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Bajra,2326,1741
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Castor seed,4,1
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Cotton(lint),400,821
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Groundnut,61,54
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Jowar,1,1
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Maize,236,735
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Moong(Green Gram),210,144
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Ragi,26,23
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Rice,86,102
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Sesamum,8,3
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Soyabean,554,845
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Sunflower,94,69
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Urad,93,36
Maharashtra,AHMEDNAGAR,2007,Rabi       ,Gram,873,603
Maharashtra,AHMEDNAGAR,2007,Rabi       ,Jowar,5034,2840
Maharashtra,AHMEDNAGAR,2007,Rabi       ,Linseed,11,3
Maharashtra,AHMEDNAGAR,2007,Rabi       ,Maize,125,274
Maharashtra,AHMEDNAGAR,2007,Rabi       ,Rapeseed &Mustard,2,1
Maharashtra,AHMEDNAGAR,2007,Rabi       ,Safflower,146,87
Maharashtra,AHMEDNAGAR,2007,Rabi       ,Sesamum,1,1
Maharashtra,AHMEDNAGAR,2007,Rabi       ,Sunflower,25,29
Maharashtra,AHMEDNAGAR,2007,Rabi       ,Wheat,1309,2711
Maharashtra,AHMEDNAGAR,2007,Summer     ,Groundnut,26,40
Maharashtra,AHMEDNAGAR,2007,Summer     ,Maize,11,16
Maharashtra,AHMEDNAGAR,2007,Summer     ,Sunflower,1,1
Maharashtra,AHMEDNAGAR,2007,Whole Year ,Sugarcane,1333,103974
Maharashtra,AHMEDNAGAR,2008,Kharif     ,Arhar/Tur,2700,1200
Maharashtra,AHMEDNAGAR,2008,Kharif     ,Bajra,128200,92400
Maharashtra,AHMEDNAGAR,2008,Kharif     ,Castor seed,100,25
Maharashtra,AHMEDNAGAR,2008,Kharif     ,Cotton(lint),59300,93300
Maharashtra,AHMEDNAGAR,2008,Kharif     ,Groundnut,2600,2200
Maharashtra,AHMEDNAGAR,2008,Kharif     ,Jowar,100,100
Maharashtra,AHMEDNAGAR,2008,Kharif     ,Maize,22100,69500
Maharashtra,AHMEDNAGAR,2008,Kharif     ,Moong(Green Gram),600,100
Maharashtra,AHMEDNAGAR,2008,Kharif     ,Niger seed,1400,400
Maharashtra,AHMEDNAGAR,2008,Kharif     ,Ragi,2600,2600
Maharashtra,AHMEDNAGAR,2008,Kharif     ,Rice,9300,9100
Maharashtra,AHMEDNAGAR,2008,Kharif     ,Sesamum,100,100
Maharashtra,AHMEDNAGAR,2008,Kharif     ,Soyabean,55500,40100
Maharashtra,AHMEDNAGAR,2008,Kharif     ,Sugarcane,77500,5564800
Maharashtra,AHMEDNAGAR,2008,Kharif     ,Sunflower,3900,2100
Maharashtra,AHMEDNAGAR,2008,Kharif     ,Urad,600,200
Maharashtra,AHMEDNAGAR,2008,Rabi       ,Gram,90500,65700
Maharashtra,AHMEDNAGAR,2008,Rabi       ,Jowar,507200,327800
Maharashtra,AHMEDNAGAR,2008,Rabi       ,Linseed,600,100
Maharashtra,AHMEDNAGAR,2008,Rabi       ,Maize,102,280
Maharashtra,AHMEDNAGAR,2008,Rabi       ,Rapeseed &Mustard,100,10
Maharashtra,AHMEDNAGAR,2008,Rabi       ,Safflower,11100,7000
Maharashtra,AHMEDNAGAR,2008,Rabi       ,Sesamum,100,100
Maharashtra,AHMEDNAGAR,2008,Rabi       ,Sunflower,2500,1700
Maharashtra,AHMEDNAGAR,2008,Rabi       ,Wheat,138200,219200
Maharashtra,AHMEDNAGAR,2008,Whole Year ,Sugarcane,77500,5564800
Maharashtra,AHMEDNAGAR,2009,Kharif     ,Arhar/Tur,12100,6200
Maharashtra,AHMEDNAGAR,2009,Kharif     ,Bajra,190700,115400
Maharashtra,AHMEDNAGAR,2009,Kharif     ,Castor seed,100,18
Maharashtra,AHMEDNAGAR,2009,Kharif     ,Cotton(lint),82700,125100
Maharashtra,AHMEDNAGAR,2009,Kharif     ,Groundnut,3600,2700
Maharashtra,AHMEDNAGAR,2009,Kharif     ,Maize,38500,110300
Maharashtra,AHMEDNAGAR,2009,Kharif     ,Moong(Green Gram),12800,7800
Maharashtra,AHMEDNAGAR,2009,Kharif     ,Niger seed,1900,500
