State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Linseed,1000.0,200.0
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Maize,11700.0,9100.0
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Other  Rabi pulses,600.0,200.0
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Rapeseed &Mustard,100.0,10.0
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Safflower,24700.0,7800.0
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Sesamum,100.0,10.0
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Small millets,1700.0,400.0
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Sunflower,4200.0,1800.0
Maharashtra,AHMEDNAGAR,2002,Rabi       ,Wheat,70400.0,88500.0
Maharashtra,AHMEDNAGAR,2002,Summer     ,Groundnut,5800.0,9900.0
Maharashtra,AHMEDNAGAR,2002,Summer     ,Maize,1100.0,1800.0
Maharashtra,AHMEDNAGAR,2002,Whole Year ,Sugarcane,49400.0,3303000.0
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Arhar/Tur,9000.0,3000.0
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Bajra,204100.0,70800.0
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Cotton(lint),10400.0,10400.0
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Groundnut,4200.0,2600.0
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Jowar,100.0,200.0
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Maize,6700.0,6400.0
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Moong(Green Gram),8800.0,2500.0
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Niger seed,2100.0,600.0
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Other Kharif pulses,10700.0,1600.0
Maharashtra,AHMEDNAGAR,2003,Kharif     ,other oilseeds,100.0,0.0
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Ragi,4600.0,3700.0
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Rice,7600.0,5900.0
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Sesamum,700.0,200.0
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Small millets,1300.0,400.0
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Soyabean,17900.0,18500.0
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Sunflower,7500.0,2000.0
Maharashtra,AHMEDNAGAR,2003,Kharif     ,Urad,3500.0,1800.0
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Gram,50900.0,20500.0
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Jowar,478300.0,55100.0
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Linseed,800.0,200.0
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Maize,10500.0,5400.0
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Other  Rabi pulses,200.0,0.0
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Rapeseed &Mustard,200.0,100.0
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Safflower,20300.0,3400.0
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Sesamum,100.0,100.0
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Small millets,900.0,100.0
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Sunflower,2100.0,700.0
Maharashtra,AHMEDNAGAR,2003,Rabi       ,Wheat,39200.0,39500.0
Maharashtra,AHMEDNAGAR,2003,Summer     ,Groundnut,1300.0,2400.0
Maharashtra,AHMEDNAGAR,2003,Summer     ,Sunflower,100.0,100.0
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Banana,100.0,11170.0
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Grapes,331.0,7074.0
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Mango,9294.0,17180.0
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Onion,30003.0,296694.0
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Sugarcane,31200.0,1486800.0
Maharashtra,AHMEDNAGAR,2003,Whole Year ,Tomato,1647.0,3291.0
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Arhar/Tur,12200.0,4800.0
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Bajra,240500.0,143400.0
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Groundnut,5300.0,3900.0
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Jowar,100.0,100.0
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Maize,11400.0,14000.0
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Moong(Green Gram),13100.0,4300.0
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Niger seed,2500.0,800.0
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Other Cereals & Millets,2900.0,1000.0
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Other Kharif pulses,16300.0,4100.0
Maharashtra,AHMEDNAGAR,2004,Kharif     ,other oilseeds,500.0,200.0
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Ragi,3000.0,2400.0
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Rice,8000.0,5800.0
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Sesamum,1100.0,400.0
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Sunflower,11000.0,5800.0
Maharashtra,AHMEDNAGAR,2004,Kharif     ,Urad,5000.0,3100.0
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Gram,61700.0,40900.0
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Jowar,555000.0,263300.0
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Linseed,1100.0,200.0
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Maize,10900.0,22100.0
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Other  Rabi pulses,300.0,100.0
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Other Cereals & Millets,900.0,200.0
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Rapeseed &Mustard,200.0,0.0
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Safflower,20800.0,12400.0
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Sesamum,100.0,0.0
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Soyabean,35500.0,51800.0
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Sunflower,2600.0,1500.0
Maharashtra,AHMEDNAGAR,2004,Rabi       ,Wheat,89300.0,154600.0
Maharashtra,AHMEDNAGAR,2004,Summer     ,Groundnut,9500.0,11700.0
Maharashtra,AHMEDNAGAR,2004,Summer     ,Maize,3100.0,4300.0
Maharashtra,AHMEDNAGAR,2004,Summer     ,Sunflower,100.0,100.0
Maharashtra,AHMEDNAGAR,2004,Whole Year ,Cotton(lint),15900.0,26700.0
Maharashtra,AHMEDNAGAR,2004,Whole Year ,Sugarcane,17000.0,1001800.0
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Arhar/Tur,11100.0,3800.0
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Bajra,217700.0,54800.0
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Castor seed,400.0,100.0
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Cotton(lint),16600.0,22800.0
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Groundnut,4900.0,2400.0
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Moong(Green Gram),8700.0,2400.0
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Niger seed,2300.0,700.0
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Ragi,2900.0,2300.0
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Rice,800.0,400.0
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Sesamum,1000.0,200.0
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Soyabean,37500.0,38800.0
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Sugarcane,56600.0,4395300.0
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Sunflower,10100.0,5900.0
Maharashtra,AHMEDNAGAR,2005,Kharif     ,Urad,3700.0,1300.0
Maharashtra,AHMEDNAGAR,2005,Rabi       ,Gram,68600.0,47100.0
Maharashtra,AHMEDNAGAR,2005,Rabi       ,Linseed,1200.0,400.0
Maharashtra,AHMEDNAGAR,2005,Rabi       ,Rapeseed &Mustard,300.0,100.0
Maharashtra,AHMEDNAGAR,2005,Rabi       ,Safflower,21000.0,7200.0
Maharashtra,AHMEDNAGAR,2005,Rabi       ,Sesamum,100.0,100.0
Maharashtra,AHMEDNAGAR,2005,Rabi       ,Sunflower,2500.0,1000.0
Maharashtra,AHMEDNAGAR,2005,Rabi       ,Wheat,103100.0,153800.0
Maharashtra,AHMEDNAGAR,2005,Summer     ,Groundnut,9500.0,16200.0
Maharashtra,AHMEDNAGAR,2005,Summer     ,Sunflower,100.0,100.0
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Arhar/Tur,13000.0,6600.0
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Bajra,243900.0,148900.0
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Cotton(lint),20600.0,36500.0
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Groundnut,6100.0,4800.0
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Jowar,100.0,100.0
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Maize,17900.0,42400.0
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Moong(Green Gram),16700.0,9900.0
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Niger seed,2700.0,700.0
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Ragi,3100.0,2100.0
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Rice,8400.0,6600.0
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Sesamum,900.0,200.0
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Soyabean,49000.0,64500.0
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Sunflower,11800.0,6000.0
Maharashtra,AHMEDNAGAR,2006,Kharif     ,Urad,6100.0,2400.0
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Gram,95800.0,65700.0
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Jowar,528400.0,274000.0
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Linseed,1000.0,300.0
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Maize,15300.0,20000.0
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Rapeseed &Mustard,100.0,25.0
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Safflower,17100.0,9300.0
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Sesamum,100.0,100.0
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Sunflower,2800.0,1100.0
Maharashtra,AHMEDNAGAR,2006,Rabi       ,Wheat,153900.0,248100.0
Maharashtra,AHMEDNAGAR,2006,Summer     ,Groundnut,8300.0,13100.0
Maharashtra,AHMEDNAGAR,2006,Summer     ,Maize,1200.0,1800.0
Maharashtra,AHMEDNAGAR,2006,Summer     ,Sunflower,100.0,100.0
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Arhar/Tur,146.0,79.0
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Bajra,2326.0,1741.0
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Castor seed,4.0,1.0
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Cotton(lint),400.0,821.0
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Groundnut,61.0,54.0
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Jowar,1.0,1.0
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Maize,236.0,735.0
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Moong(Green Gram),210.0,144.0
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Ragi,26.0,23.0
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Rice,86.0,102.0
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Sesamum,8.0,3.0
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Soyabean,554.0,845.0
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Sunflower,94.0,69.0
Maharashtra,AHMEDNAGAR,2007,Kharif     ,Urad,93.0,36.0
Maharashtra,AHMEDNAGAR,2007,Rabi       ,Gram,873.0,603.0
Maharashtra,AHMEDNAGAR,2007,Rabi       ,Jowar,5034.0,2840.0
Maharashtra,AHMEDNAGAR,2007,Rabi       ,Linseed,11.0,3.0
Maharashtra,AHMEDNAGAR,2007,Rabi       ,Maize,125.0,274.0
Maharashtra,AHMEDNAGAR,2007,Rabi       ,Rapeseed &Mustard,2.0,1.0
Maharashtra,AHMEDNAGAR,2007,Rabi       ,Safflower,146.0,87.0
Maharashtra,AHMEDNAGAR,2007,Rabi       ,Sesamum,1.0,1.0
Maharashtra,AHMEDNAGAR,2007,Rabi       ,Sunflower,25.0,29.0
Maharashtra,AHMEDNAGAR,2007,Rabi       ,Wheat,1309.0,2711.0
Maharashtra,AHMEDNAGAR,2007,Summer     ,Groundnut,26.0,40.0
Maharashtra,AHMEDNAGAR,2007,Summer     ,Maize,11.0,16.0
Maharashtra,AHMEDNAGAR,2007,Summer     ,Sunflower,1.0,1.0
Maharashtra,AHMEDNAGAR,2007,Whole Year ,Sugarcane,1333.0,103974.0
